Brand Name,Product Category,Width Profile,Width Disclaimer Text,GraphQL Brand Slug,GraphQL Category Slug,mm Min,mm Max,Recommended Label,Size Attribute Value
PlayLife,inline_skates,average,,playlife,inline-skating,208,212,EU 35 / US Men 1.5 / US Women 3,35eu
PlayLife,inline_skates,average,,playlife,inline-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
PlayLife,inline_skates,average,,playlife,inline-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
PlayLife,inline_skates,average,,playlife,inline-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
PlayLife,inline_skates,average,,playlife,inline-skating,248,252,EU 39.5 / US Men 6.5 / US Women 8,39-5eu
PlayLife,inline_skates,average,,playlife,inline-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
PlayLife,inline_skates,average,,playlife,inline-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
PlayLife,inline_skates,average,,playlife,inline-skating,268,272,EU 41.5 / US Men 8.5 / US Women 10,41-5eu
PlayLife,inline_skates,average,,playlife,inline-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
PlayLife,inline_skates,average,,playlife,inline-skating,283,287,EU 43 / US Men 10 / US Women 11.5,43eu
PlayLife,inline_skates,average,,playlife,inline-skating,288,292,EU 43.5 / US Men 10.5 / US Women 12,43-5eu
PlayLife,inline_skates,average,,playlife,inline-skating,293,297,EU 44 / US Men 11 / US Women 12.5,44eu
PlayLife,roller_skates,average,,playlife,roller-skating,183,187,EU 31,31eu
PlayLife,roller_skates,average,,playlife,roller-skating,188,192,EU 32,32eu
PlayLife,roller_skates,average,,playlife,roller-skating,193,197,EU 33,33eu
PlayLife,roller_skates,average,,playlife,roller-skating,198,202,EU 34,34eu
PlayLife,roller_skates,average,,playlife,roller-skating,208,212,EU 35 / US Men 1.5 / US Women 3,35eu
PlayLife,roller_skates,average,,playlife,roller-skating,213,217,EU 35.5 / US Men 2 / US Women 3.5,35-5eu
PlayLife,roller_skates,average,,playlife,roller-skating,218,222,EU 36 / US Men 3 / US Women 4.5,36eu
PlayLife,roller_skates,average,,playlife,roller-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
PlayLife,roller_skates,average,,playlife,roller-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
PlayLife,roller_skates,average,,playlife,roller-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
PlayLife,roller_skates,average,,playlife,roller-skating,248,252,EU 39.5 / US Men 6.5 / US Women 8,39-5eu
PlayLife,roller_skates,average,,playlife,roller-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
PlayLife,roller_skates,average,,playlife,roller-skating,258,262,EU 40.5 / US Men 7.5 / US Women 9,40-5eu
PlayLife,roller_skates,average,,playlife,roller-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
PlayLife,roller_skates,average,,playlife,roller-skating,268,272,EU 41.5 / US Men 8.5 / US Women 10,41-5eu
PlayLife,roller_skates,average,,playlife,roller-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
Powerslide,inline_skates,average,,powerslide,inline-skating,163,167,EU 27,27eu
Powerslide,inline_skates,average,,powerslide,inline-skating,168,172,EU 28,28eu
Powerslide,inline_skates,average,,powerslide,inline-skating,173,177,EU 29,29eu
Powerslide,inline_skates,average,,powerslide,inline-skating,178,182,EU 30,30eu
Powerslide,inline_skates,average,,powerslide,inline-skating,183,187,EU 31,31eu
Powerslide,inline_skates,average,,powerslide,inline-skating,188,192,EU 32,32eu
Powerslide,inline_skates,average,,powerslide,inline-skating,193,197,EU 33,33eu
Powerslide,inline_skates,average,,powerslide,inline-skating,198,202,EU 34,34eu
Powerslide,inline_skates,average,,powerslide,inline-skating,208,212,EU 35 / US Men 1.5 / US Women 3,35eu
Powerslide,inline_skates,average,,powerslide,inline-skating,213,217,EU 35.5 / US Men 2 / US Women 3.5,35-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,218,222,EU 36 / US Men 3 / US Women 4.5,36eu
Powerslide,inline_skates,average,,powerslide,inline-skating,223,227,EU 36.5 / US Men 3.5 / US Women 5,36-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
Powerslide,inline_skates,average,,powerslide,inline-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
Powerslide,inline_skates,average,,powerslide,inline-skating,238,242,EU 38.5 / US Men 5.5 / US Women 7,38-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
Powerslide,inline_skates,average,,powerslide,inline-skating,248,252,EU 39.5 / US Men 6.5 / US Women 8,39-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
Powerslide,inline_skates,average,,powerslide,inline-skating,258,262,EU 40.5 / US Men 7.5 / US Women 9,40-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
Powerslide,inline_skates,average,,powerslide,inline-skating,268,272,EU 41.5 / US Men 8.5 / US Women 10,41-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
Powerslide,inline_skates,average,,powerslide,inline-skating,278,282,EU 42.5 / US Men 9.5 / US Women 11,42-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,283,287,EU 43 / US Men 10 / US Women 11.5,43eu
Powerslide,inline_skates,average,,powerslide,inline-skating,288,292,EU 43.5 / US Men 10.5 / US Women 12,43-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,293,297,EU 44 / US Men 11 / US Women 12.5,44eu
Powerslide,inline_skates,average,,powerslide,inline-skating,298,302,EU 44.5 / US Men 11.5 / US Women 13,44-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,303,307,EU 45 / US Men 12 / US Women 13.5,45eu
Powerslide,inline_skates,average,,powerslide,inline-skating,308,312,EU 45.5 / US Men 12.5,45-5eu
Powerslide,inline_skates,average,,powerslide,inline-skating,313,317,EU 46 / US Men 13,46eu
Powerslide,inline_skates,average,,powerslide,inline-skating,318,322,EU 47 / US Men 13.5,47eu
Powerslide,inline_skates,average,,powerslide,inline-skating,328,332,EU 48 / US Men 14.5,48eu
Powerslide,inline_skates,average,,powerslide,inline-skating,333,337,EU 49 / US Men 15,49eu
Powerslide,roller_skates,average,,powerslide,roller-skating,218,222,EU 36 / US Men 3 / US Women 4.5,36eu
Powerslide,roller_skates,average,,powerslide,roller-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
Powerslide,roller_skates,average,,powerslide,roller-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
Powerslide,roller_skates,average,,powerslide,roller-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
Powerslide,roller_skates,average,,powerslide,roller-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
Powerslide,roller_skates,average,,powerslide,roller-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
Powerslide,roller_skates,average,,powerslide,roller-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,238,242,EU 38.5 / US Men 5.5 / US Women 7,38-5eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,258,262,EU 40.5 / US Men 7.5 / US Women 9,40-5eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,278,282,EU 42.5 / US Men 9.5 / US Women 11,42-5eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,283,287,EU 43 / US Men 10 / US Women 11.5,43eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,293,297,EU 44 / US Men 11 / US Women 12.5,44eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,298,302,EU 44.5 / US Men 11.5 / US Women 13,44-5eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,303,307,EU 45 / US Men 12 / US Women 13.5,45eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,313,317,EU 46 / US Men 13,46eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,318,322,EU 47 / US Men 13.5,47eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,328,332,EU 48 / US Men 14.5,48eu
ProSkaters,inline_skates,average,,proskaters,inline-skating,333,337,EU 49 / US Men 15,49eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,168,172,EU 28,28eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,173,177,EU 29,29eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,178,182,EU 30,30eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,183,187,EU 31,31eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,188,192,EU 32,32eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,193,197,EU 33,33eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,198,202,EU 34,34eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,208,212,EU 35 / US Men 1.5 / US Women 3,35eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,218,222,EU 36 / US Men 3 / US Women 4.5,36eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,293,297,EU 44 / US Men 11 / US Women 12.5,44eu
Reign Hockey,inline_skates,average,,reignhockey,inline-skating,318,322,EU 47 / US Men 13.5,47eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,208,212,EU 35 / US Men 1.5 / US Women 3,35eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,218,222,EU 36 / US Men 3 / US Women 4.5,36eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,293,297,EU 44 / US Men 11 / US Women 12.5,44eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,313,317,EU 46 / US Men 13,46eu
Riedell Skates,roller_skates,average,,riedell-skates,roller-skating,318,322,EU 47 / US Men 13.5,47eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,188,192,EU 32,32eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,193,197,EU 33,33eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,198,202,EU 34,34eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,213,217,EU 35.5 / US Men 2 / US Women 3.5,35-5eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,248,252,EU 39.5 / US Men 6.5 / US Women 8,39-5eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,258,262,EU 40.5 / US Men 7.5 / US Women 9,40-5eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
Rio Roller,roller_skates,average,,rio-roller,roller-skating,283,287,EU 43 / US Men 10 / US Women 11.5,43eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,168,172,EU 28,28eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,173,177,EU 29,29eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,178,182,EU 30,30eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,183,187,EU 31,31eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,188,192,EU 32,32eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,193,197,EU 33,33eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,198,202,EU 34,34eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,208,212,EU 35 / US Men 1.5 / US Women 3,35eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,213,217,EU 35.5 / US Men 2 / US Women 3.5,35-5eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,218,222,EU 36 / US Men 3 / US Women 4.5,36eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,248,252,EU 39.5 / US Men 6.5 / US Women 8,39-5eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,258,262,EU 40.5 / US Men 7.5 / US Women 9,40-5eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,268,272,EU 41.5 / US Men 8.5 / US Women 10,41-5eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,278,282,EU 42.5 / US Men 9.5 / US Women 11,42-5eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,298,302,EU 44.5 / US Men 11.5 / US Women 13,44-5eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,303,307,EU 45 / US Men 12 / US Women 13.5,45eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,308,312,EU 45.5 / US Men 12.5,45-5eu
Rollerblade,inline_skates,average,,rollerblade,inline-skating,313,317,EU 46 / US Men 13,46eu
SEBA,inline_skates,average,,seba,inline-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
SEBA,inline_skates,average,,seba,inline-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
SEBA,inline_skates,average,,seba,inline-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
SEBA,inline_skates,average,,seba,inline-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
SEBA,inline_skates,average,,seba,inline-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
SEBA,inline_skates,average,,seba,inline-skating,283,287,EU 43 / US Men 10 / US Women 11.5,43eu
SEBA,inline_skates,average,,seba,inline-skating,293,297,EU 44 / US Men 11 / US Women 12.5,44eu
SEBA,inline_skates,average,,seba,inline-skating,303,307,EU 45 / US Men 12 / US Women 13.5,45eu
SEBA,inline_skates,average,,seba,inline-skating,313,317,EU 46 / US Men 13,46eu
SEBA,inline_skates,average,,seba,inline-skating,318,322,EU 47 / US Men 13.5,47eu
Stanley,inline_skates,average,,stanley,inline-skating,193,197,EU 33,33eu
Stanley,inline_skates,average,,stanley,inline-skating,198,202,EU 34,34eu
Stanley,inline_skates,average,,stanley,inline-skating,208,212,EU 35 / US Men 1.5 / US Women 3,35eu
Stanley,inline_skates,average,,stanley,inline-skating,218,222,EU 36 / US Men 3 / US Women 4.5,36eu
Stanley,inline_skates,average,,stanley,inline-skating,223,227,EU 36.5 / US Men 3.5 / US Women 5,36-5eu
Stanley,inline_skates,average,,stanley,inline-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
Stanley,inline_skates,average,,stanley,inline-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
Stanley,inline_skates,average,,stanley,inline-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
USD,inline_skates,average,,usd-skates,inline-skating,183,187,EU 31,31eu
USD,inline_skates,average,,usd-skates,inline-skating,188,192,EU 32,32eu
USD,inline_skates,average,,usd-skates,inline-skating,193,197,EU 33,33eu
USD,inline_skates,average,,usd-skates,inline-skating,198,202,EU 34,34eu
USD,inline_skates,average,,usd-skates,inline-skating,208,212,EU 35 / US Men 1.5 / US Women 3,35eu
USD,inline_skates,average,,usd-skates,inline-skating,213,217,EU 35.5 / US Men 2 / US Women 3.5,35-5eu
USD,inline_skates,average,,usd-skates,inline-skating,218,222,EU 36 / US Men 3 / US Women 4.5,36eu
USD,inline_skates,average,,usd-skates,inline-skating,223,227,EU 36.5 / US Men 3.5 / US Women 5,36-5eu
USD,inline_skates,average,,usd-skates,inline-skating,228,232,EU 37 / US Men 4 / US Women 5.5,37eu
USD,inline_skates,average,,usd-skates,inline-skating,233,237,EU 38 / US Men 5 / US Women 6.5,38eu
USD,inline_skates,average,,usd-skates,inline-skating,238,242,EU 38.5 / US Men 5.5 / US Women 7,38-5eu
USD,inline_skates,average,,usd-skates,inline-skating,243,247,EU 39 / US Men 6 / US Women 7.5,39eu
USD,inline_skates,average,,usd-skates,inline-skating,248,252,EU 39.5 / US Men 6.5 / US Women 8,39-5eu
USD,inline_skates,average,,usd-skates,inline-skating,253,257,EU 40 / US Men 7 / US Women 8.5,40eu
USD,inline_skates,average,,usd-skates,inline-skating,263,267,EU 41 / US Men 8 / US Women 9.5,41eu
USD,inline_skates,average,,usd-skates,inline-skating,268,272,EU 41.5 / US Men 8.5 / US Women 10,41-5eu
USD,inline_skates,average,,usd-skates,inline-skating,273,277,EU 42 / US Men 9 / US Women 10.5,42eu
USD,inline_skates,average,,usd-skates,inline-skating,303,307,EU 45 / US Men 12 / US Women 13.5,45eu
USD,inline_skates,average,,usd-skates,inline-skating,308,312,EU 45.5 / US Men 12.5,45-5eu
USD,inline_skates,average,,usd-skates,inline-skating,313,317,EU 46 / US Men 13,46eu
